Txn No.,Txn Date,Description,Branch Name,Cheque No.,Dr Amount,Cr Amount,Balance,KIMS Remarks
S92230981,30-12-2024,"NRTGS/INDBR32024
123000242862/SHRE
E MARUTINANDAN
TU",-,,,"18,82,555.00","21,03,27,916.
86 Dr.",
S92346345,30-12-2024,"NRTGS/UCBAR5202
4123000221856/BAN
T RAM AMRIT LAL",-,,,"5,13,828.00","20,98,14,088.
86 Dr.",
S94217503,30-12-2024,"NEFT_IN:N36524347
8623791/0028/
JINDAL METALS
ALLOYS LTD",-,,,"17,76,232.00","20,80,37,856.
86 Dr.",
S95045775,30-12-2024,"NRTGS/HDFCR5202
4123075467175/JAIN
PIPE STORE",-,,,"15,10,000.00","20,65,27,856.
86 Dr.",
S95311099,30-12-2024,"NRTGS/UTIBR52024
123000360224/VIJAY
SALES CORPORATI",-,,,"9,68,144.00","20,55,59,712.
86 Dr.",
S95730620,30-12-2024,"NRTGS/UCBAR5202
4123000243109/FLO
WMECH
SOLUTIONS",-,,,"6,74,704.00","20,48,85,008.
86 Dr.",
S95732298,30-12-2024,"NRTGS/UTIBR52024
123000360413/VIJAY
SALES CORPORATI",-,,,"15,34,530.00","20,33,50,478.
86 Dr.",
S96100504,30-12-2024,"NEFT_IN:KKBKH243
65622638/0029/
Radhika Pipes Pvt Ltd",-,,,"75,97,334.00","19,57,53,144.
86 Dr.",
S96262513,30-12-2024,"NRTGS/SBINR12024
123070422624/JBM
TRADING COMPANY",-,,,"6,35,730.00","19,51,17,414.
86 Dr.",
S96529857,30-12-2024,"NRTGS/SCBLR12024
123000813909/BHAR
AT TUBES
CORPORAT",-,,,"15,28,712.40","19,35,88,702.
46 Dr.",
S96626851,30-12-2024,"NRTGS/HDFCR5202
4123075594083/M B
TUBES PRIVATE LIM",-,,,"17,79,189.00","19,18,09,513.
46 Dr.",
S97255381,30-12-2024,"From:XXXX3561:GU
PTA HARDWARE
STORE PVT. LT",-,,,"1,94,000.00","19,16,15,513.
46 Dr.",
M1090220,30-12-2024,"SHIVA ENTERP
-329200","DABRA CHOWK,
HISAR",,,"5,13,688.00","19,11,01,825.
46 Dr.",
S97936435,30-12-2024,"NRTGS/HDFCR5202
4123075515940/SHIB
DASS   SONS PRIV",-,,,"35,22,003.00","18,75,79,822.
46 Dr.",
M1529032,30-12-2024,"Dr. Tran to Operative
Acct.",-,,"10,05,00,000.
00",,"28,80,79,822.
46 Dr.",
S872169,30-12-2024,"NRTGS/UTIBR62024
123091276435/BANS
AL STEELS",-,,,"5,00,000.00","28,75,79,822.
46 Dr.",
S1682410,30-12-2024,"NRTGS/ICICR220241
23006998230/JINDAL
STAINLESS LIMI",-,,,"6,89,098.19","28,68,90,724.
27 Dr.",
S1764707,30-12-2024,"NRTGS/HDFCR5202
4123075675859/VOR
A AND CO",-,,,"23,00,000.00","28,45,90,724.
27 Dr.",
S1806511,30-12-2024,"NRTGS/HDFCR5202
4123075676134/R K
INDUSTRIES",-,,,"3,50,000.00","28,42,40,724.
27 Dr.",
S1811680,30-12-2024,"NRTGS/KKBKR5202
4123000671629/ADI
PIPE AND FITTINGS",-,,,"20,00,000.00","28,22,40,724.
27 Dr.",
S2099959,30-12-2024,"NRTGS/SBINR12024
123070456322/JBM
TRADING COMPANY",-,,,"13,67,109.00","28,08,73,615.
27 Dr.",
S3209864,30-12-2024,"NEFT_IN:ICIN436550
845596/0034/
BAKSHI BROS.
AGENCIES PRIVATE
LIMITED",-,,,"15,00,000.00","27,93,73,615.
27 Dr.",
S3481925,30-12-2024,"NRTGS/BARBR5202
4123000871297/KRP
ENGINEERING
SERVI",-,,,"18,42,492.00","27,75,31,123.
27 Dr.",
S3964224,30-12-2024,"NRTGS/HDFCR5202
4123075740936/SHRI
ANAND PIPE CENTR",-,,,"2,50,000.00","27,72,81,123.
27 Dr.",
S4081649,30-12-2024,"NRTGS/HDFCR5202
4123075679302/SHRI
VARDHMAN TUBE
CO",-,,,"3,10,110.00","27,69,71,013.
27 Dr.",
S4109625,30-12-2024,"NRTGS/HDFCR5202
4123075754378/BOM
BAY HARDWARE
PRIVA",-,,,"2,64,216.00","27,67,06,797.
27 Dr.",
S4403401,30-12-2024,"NRTGS/HDFCR5202
4123075705722/BOM
BAY HARDWARE
PRIVA",-,,,"12,81,768.00","27,54,25,029.
27 Dr.",
S4849809,30-12-2024,"IMPS-
IN/436517671651/701
5869792/PROJECT",-,,,"1,50,000.00","27,52,75,029.
27 Dr.",
S5766242,30-12-2024,"NRTGS/INDBR32024
123000254037/MAHA
LUXMI BUILDTECH L",-,,,"13,62,900.00","27,39,12,129.
27 Dr.",
S6540984,30-12-2024,"NRTGS/HDFCR5202
4123075656049/ARU
N TRADING
COMPANY",-,,,"9,81,751.00","27,29,30,378.
27 Dr.",
S6860893,30-12-2024,"NRTGS/YESBR1202
4123000028594/KRIS
HANA TRADING CO",-,,,"6,00,000.00","27,23,30,378.
27 Dr.",
S7512669,30-12-2024,"NRTGS/HDFCR5202
4123075636418/MAD
RAS STEELS AND
TUB",-,,,"33,92,207.00","26,89,38,171.
27 Dr.",
S8182138,30-12-2024,"NRTGS/UTIBR62024
123091330823/VEER
BROTHERS STEEL",-,,,"17,97,169.00","26,71,41,002.
27 Dr.",
S8783867,30-12-2024,"NEFT_IN:AXOIC3657
2669608/0036/ SHIV
VANDANA TRADING",-,,,"14,00,514.00","26,57,40,488.
27 Dr.",
S8790534,30-12-2024,"NEFT_IN:YESIG4365
0334841/0036/
SHREE KARNI
TRADERS",-,,,"1,02,778.00","26,56,37,710.
27 Dr.",
S10440733,30-12-2024,"NRTGS/ICICR420241
23000578958/METR
OO PIPES AND
TUBE",-,,,"15,38,346.00","26,40,99,364.
27 Dr.",
S11328797,30-12-2024,"NRTGS/HDFCR5202
4123075855931/CHO
PDASTEELTUBEPVT
LTD",-,,,"6,00,000.00","26,34,99,364.
27 Dr.",
S11512650,30-12-2024,"NRTGS/HDFCR5202
4123075748211/JAY
ANT INFRA CO",-,,,"14,88,136.00","26,20,11,228.
27 Dr.",
S11534737,30-12-2024,"NRTGS/SBINR12024
123070493888/Pipe
Traders",-,,,"20,00,000.00","26,00,11,228.
27 Dr.",
S12415985,30-12-2024,"NEFT_IN:ICIN436550
894409/0035/ SHREE
HANUMAN TRADING
AGENCIES",-,,,"14,28,990.00","25,85,82,238.
27 Dr.",
S12610887,30-12-2024,"NRTGS/HDFCR5202
4123075767344/FLUI
DCONENGINEERS",-,,,"7,92,096.00","25,77,90,142.
27 Dr.",
S13590948,30-12-2024,"NRTGS/HDFCR5202
4123075786907/THE
PUNJAB JANTA
TUBE",-,,,"10,59,402.00","25,67,30,740.
27 Dr.",
S13968107,30-12-2024,"NRTGS/ICICR420241
23000585104/D.K.
ENGINEERS",-,,,"10,24,633.00","25,57,06,107.
27 Dr.",
S14097897,30-12-2024,"NRTGS/HDFCR5202
4123075787139/VARI
ANT INFRATECH
PVT",-,,,"12,67,572.00","25,44,38,535.
27 Dr.",
S15015310,30-12-2024,"NEFT_IN:0811OP414
6763969/0037/
NANDKISHORE
COMPANY",-,,,"22,12,805.00","25,22,25,730.
27 Dr.",
S16533782,30-12-2024,"NRTGS/YESBR1202
4123000032394/JIND
AL INDUSTRIES PR",-,,,"1,50,00,000.0
0","23,72,25,730.
27 Dr.",
S16544792,30-12-2024,"NRTGS/YESBR1202
4123000031825/JIND
AL INDUSTRIES PR",-,,,"2,00,00,000.0
0","21,72,25,730.
27 Dr.",
S16545095,30-12-2024,"NRTGS/YESBR1202
4123000031826/JIND
AL INDUSTRIES PR",-,,,"75,00,000.00","20,97,25,730.
27 Dr.",
S16534986,30-12-2024,"NRTGS/YESBR1202
4123000032390/JIND
AL INDUSTRIES PR",-,,,"1,50,00,000.0
0","19,47,25,730.
27 Dr.",
S16547404,30-12-2024,"NRTGS/YESBR1202
4123000032389/JIND
AL INDUSTRIES PR",-,,,"1,00,00,000.0
0","18,47,25,730.
27 Dr.",
S16854720,30-12-2024,"NRTGS/KKBKR2202
4123015282464/OXY
ZO FINANCIAL
SERVI",-,,,"50,00,000.00","17,97,25,730.
27 Dr.",
S17043775,30-12-2024,"NEFT_IN:001811533
476/0039/ SHRI
LAXMI TUBE
COMPANY",-,,,"5,50,000.00","17,91,75,730.
27 Dr.",
S17160090,30-12-2024,"NEFT_IN:SBIN32436
5194319/0039/ Pipe
Traders",-,,,"16,431.00","17,91,59,299.
27 Dr.",
S18670583,30-12-2024,"NEFT_IN:ICIN436551
038195/0041/ UTS
SAFETY SYSTEMS
PVT LTD",-,,,"61,23,039.00","17,30,36,260.
27 Dr.",
S20545311,30-12-2024,"NRTGS/SBINR12024
123070509450/MOH
AMMED KHAMBHATI
AN",-,,,"5,00,000.00","17,25,36,260.
27 Dr.",
S21507853,30-12-2024,"NEFT_IN:001812034
404/0046/ R.K.
DISTRIBUTORS",-,,,"10,00,000.00","17,15,36,260.
27 Dr.",
S22239554,30-12-2024,"NRTGS/KKBKR2202
4123115282901/PIPE
TRADERS",-,,,"15,00,000.00","17,00,36,260.
27 Dr.",
S23510736,31-12-2024,"2002008700004674:I
nt.Coll:30-11-2024 to
30-12-202",-,,"9,66,665.00",,"17,10,02,925.
27 Dr.",
S28830642,31-12-2024,"To:XXXX1080:B S
ENTERPRISES",-,,"12,01,729.00",,"17,22,04,654.
27 Dr.",
S28974038,31-12-2024,"To:XXXX1169:SHRE
E BALA JI
ENTERPRISES",-,,"33,98,118.00",,"17,56,02,772.
27 Dr.",
S28996185,31-12-2024,"To:XXXX7465:ARME
CH ENGINEERING
WORKS",-,,"38,20,400.00",,"17,94,23,172.
27 Dr.",
S32417053,31-12-2024,"NRTGS/PUNBR5202
4123116687926/5186
718228/JSW VIJAYN",-,,"2,00,00,000.0
0",,"19,94,23,172.
27 Dr.",
S32467308,31-12-2024,"NRTGS/PUNBR5202
4123116687996/5186
718533/JSW VIJAYN",-,,"2,00,00,000.0
0",,"21,94,23,172.
27 Dr.",
S32499792,31-12-2024,"NRTGS/PUNBR5202
4123116688043/5186
721440/JSW VIJAYN",-,,"2,00,00,000.0
0",,"23,94,23,172.
27 Dr.",
S32525290,31-12-2024,"NRTGS/PUNBR5202
4123116688088/5186
721781/JSW Vijaya",-,,"1,00,00,000.0
0",,"24,94,23,172.
27 Dr.",
S32547166,31-12-2024,"NRTGS/PUNBR5202
4123116688119/5186
721412/JSW VIJAYN",-,,"2,00,00,000.0
0",,"26,94,23,172.
27 Dr.",
M201098,31-12-2024,"MS PRABH DAYAL
OM PARKASH
-351300","JALLANDHAR,OLD
RAILWAY ROAD",,,"16,05,788.00","26,78,17,384.
27 Dr.",
M261603,31-12-2024,"JAIN BROTHERS
-025900","KARNAL, GT ROAD",,,"9,10,000.00","26,69,07,384.
27 Dr.",
S34831967,31-12-2024,"NRTGS/HDFCR5202
4123175981217/LOR
A ENGINEERING
WORK",-,,,"3,82,681.00","26,65,24,703.
27 Dr.",
S35532159,31-12-2024,"NRTGS/FDRLR52024
123100140290/JINDA
L PIPE INDUSTRIE",-,,,"9,80,779.00","26,55,43,924.
27 Dr.",
S35909562,31-12-2024,"IMPS-
IN/436682827095/932
4143357/VIKRAM A",-,,,"5,00,000.00","26,50,43,924.
27 Dr.",
S36193894,31-12-2024,"IMPS-
IN/436612358686/991
0480217/FLANGEWA",-,,,"1,10,074.00","26,49,33,850.
27 Dr.",
S37621020,31-12-2024,"From:XXXX8536:BHA
UKA TRADING CO.",-,,,"2,00,000.00","26,47,33,850.
27 Dr.",
S37980178,31-12-2024,"NRTGS/HDFCR5202
4123175985394/BHA
UKA TRADING
COMPAN",-,,,"2,30,000.00","26,45,03,850.
27 Dr.",
S39517422,31-12-2024,"NRTGS/UTIBR62024
123191460743/BANS
AL STEELS",-,,,"6,58,254.00","26,38,45,596.
27 Dr.",
S40095615,31-12-2024,"NRTGS/ICICR520241
23100424512/V K
ENTERPRISES",-,,,"3,07,638.00","26,35,37,958.
27 Dr.",
S40241800,31-12-2024,"NEFT_IN:KKBKH243
66812913/0025/
SHREE HANUMAN
STEELS AND
STRUCTURES",-,,,"35,09,871.00","26,00,28,087.
27 Dr.",
S40353719,31-12-2024,"NEFT_IN:AXOIR3667
8443502/0025/ SRI
RAM ENTERPRISES",-,,,"3,50,000.00","25,96,78,087.
27 Dr.",
S40457441,31-12-2024,"INSPECTION
CHARGES Q3 FY
2024-25",-,,"8,850.00",,"25,96,86,937.
27 Dr.",
S40703779,31-12-2024,"NEFT_IN:N36624348
1284177/0025/
AMBIKA STEEL
PRODUCTS",-,,,"1,00,000.00","25,95,86,937.
27 Dr.",
S40921163,31-12-2024,"NRTGS/AUBLR62024
123112478360/BANS
AL ALLIED
ENTERPR",-,,,"7,51,118.00","25,88,35,819.
27 Dr.",
S41565564,31-12-2024,"NRTGS/HDFCR5202
4123176024376/OM
METALS6622",-,,,"16,23,443.00","25,72,12,376.
27 Dr.",
S41703287,31-12-2024,"NEFT_IN:N36624348
1041220/0022/
SIGMA STEELS",-,,,"1,00,000.00","25,71,12,376.
27 Dr.",
S42040181,31-12-2024,"IMPS-
IN/436613101912/981
8479577/JITENDRA",-,,,"3,00,000.00","25,68,12,376.
27 Dr.",
S42583573,31-12-2024,"NRTGS/JAKAR52024
123100032398/JVL
STEEL PRIVATE LIM",-,,,"15,71,549.00","25,52,40,827.
27 Dr.",
S42980891,31-12-2024,"BY INST 3618 :
CTO411-1 DAY  LAT",-,,,"5,00,000.00","25,47,40,827.
27 Dr.",
S43611839,31-12-2024,"NRTGS/CNRBR5202
4123196493642/UNI
QUE ENGINEERS
LIMI",-,,,"25,00,000.00","25,22,40,827.
27 Dr.",
S44005553,31-12-2024,"NRTGS/UCBAR5202
4123100952788/DUN
I CHAND RADHEY
SHY",-,,,"4,53,000.00","25,17,87,827.
27 Dr.",
S45115306,31-12-2024,"NRTGS/BARBR5202
4123100928329/MAN
I STEELS",-,,,"10,00,000.00","25,07,87,827.
27 Dr.",
S45606569,31-12-2024,"NRTGS/AUBLR62024
123110852667/ASHO
K MALIK AND
COMPA",-,,,"3,13,790.00","25,04,74,037.
27 Dr.",
S46262703,31-12-2024,"NRTGS/HDFCR5202
4123176029091/M B
TUBES PRIVATE LIM",-,,,"18,12,504.00","24,86,61,533.
27 Dr.",
S47081500,31-12-2024,"NRTGS/IDFBR52024
123100315022/GANE
SH TUBE
CORPORATI",-,,,"36,68,091.00","24,49,93,442.
27 Dr.",
S47082876,31-12-2024,"NRTGS/SBINR12024
123170591790/JBM
TRADING COMPANY",-,,,"25,00,000.00","24,24,93,442.
27 Dr.",
S47223331,31-12-2024,"NRTGS/HDFCR5202
4123176112500/SHRI
VARDHMAN TUBE
CO",-,,,"22,63,038.00","24,02,30,404.
27 Dr.",
S48188630,31-12-2024,"NEFT_IN:AXISP0059
0546656/0027/ TRP
CONSTRUCTION
MANAGEMENT PVT
LTD",-,,,"6,76,062.00","23,95,54,342.
27 Dr.",
S48542863,31-12-2024,"NEFT_OUT:PUNBY2
4366499787/JINDAL
INDUSTRIES PVT
LTD
/ICIC0000104/NAPEE
05200603",-,,"1,60,090.00",,"23,97,14,432.
27 Dr.",
S48697899,31-12-2024,"NEFT_IN:IBKL24123
1687459/0026/
WADHAWAN
ENGINEERS",-,,,"7,23,599.00","23,89,90,833.
27 Dr.",
S48713433,31-12-2024,"NRTGS/KKBKR5202
4123100882947/SHR
EE HANUMAN
STEELS",-,,,"18,23,970.00","23,71,66,863.
27 Dr.",
S48717263,31-12-2024,"NRTGS/KKBKR5202
4123100883612/SHR
EE HANUMAN
STEELS",-,,,"16,95,727.00","23,54,71,136.
27 Dr.",
S49069241,31-12-2024,"NEFT_IN:IBKL24123
1687582/0026/
WADHAWAN MILL
STORE",-,,,"1,94,034.00","23,52,77,102.
27 Dr.",
S50362163,31-12-2024,"NEFT_OUT:PUNBY2
4366524404/SURES
H
/BKID0000117/01171
01000083",-,,"65,544.00",,"23,53,42,646.
27 Dr.",
S50362179,31-12-2024,"NEFT_OUT:PUNBY2
4366524425/MAYAN
K
/UTIB0000068/92201
00282670",-,,"51,435.00",,"23,53,94,081.
27 Dr.",
S50362194,31-12-2024,"NEFT_OUT:PUNBY2
4366524444/SHAILE
SH
/CBIN0282792/32841
38841",-,,"43,319.00",,"23,54,37,400.
27 Dr.",
S50362210,31-12-2024,"NEFT_OUT:PUNBY2
4366524464/RAJESH
/UTIB0002655/92201
00367962",-,,"55,345.00",,"23,54,92,745.
27 Dr.",
S50652536,31-12-2024,"BILLDESK/ZCPNX76
09PAXAN/518679184
0/Road Tax HR39E7",-,,"6,480.00",,"23,54,99,225.
27 Dr.",
S51175622,31-12-2024,"NEFT_IN:KKBKH243
66842339/0028/
DEVINE
ENTERPRISES",-,,,"3,00,000.00","23,51,99,225.
27 Dr.",
S51547562,31-12-2024,"NRTGS/UTIBR52024
123100361928/MLA
INDUSTRIES
PRIVAT",-,,,"17,34,600.00","23,34,64,625.
27 Dr.",
